567017	0.237
567002	0.401
567003	0.422
567004	0.335
567010	0.354
567013	0.441
567015	0.409
567019	0.394
567020	0.286
567006	0.412
567005	0.277
567011	0.373
567007	0.355
567008	0.406
567012	0.351
567014	0.306
567016	0.240
567018	0.414
567009	0.360
487457	0.412
494747	0.451
494746	0.468
200428	0.452
101979	0.365
271209	0.201
263776	0.481
242194	0.475
643669	0.439
146317	-0.014
443790	0.300
476646	0.456
443791	0.454
371380	0.317
371379	0.214
371386	0.209
371381	0.242
451124	0.037
90676	0.374
687368	0.141
13625	0.101
335231	-0.078
407106	-0.060
5925	0.273
56730	0.113
640158	0.063
557504	-0.061
