398890	0.257
461175	0.458
164639	0.250
164638	0.337
562407	0.373
325796	0.319
152424	0.239
169541	0.372
591596	0.426
444704	0.468
235960	0.483
171935	0.271
687130	0.355
687131	0.308
687129	0.295
645011	0.095
218994	0.418
335401	0.367
644664	0.356
555139	0.346
644681	0.341
669239	0.357
669243	0.419
669236	0.388
669264	0.426
669274	0.312
669275	0.366
669276	0.351
669280	0.339
669261	0.389
669278	0.363
669269	0.350
669277	0.319
669262	0.400
669270	0.340
669272	0.321
669271	0.343
669273	0.369
669238	0.421
669240	0.341
669241	0.371
669245	0.442
669242	0.395
669244	0.384
669237	0.371
669268	0.392
51109	0.465
51116	0.578
644695	0.329
644628	0.351
644679	0.350
669233	0.470
51122	0.494
669283	0.327
270260	0.337
270270	0.394
270264	0.353
270261	0.404
270263	0.329
270268	0.314
270262	0.333
270265	0.274
258060	0.286
258046	0.488
638641	0.353
275706	0.202
275705	0.239
275710	0.248
258042	0.403
669281	0.345
51110	0.380
561737	0.353
561736	0.468
561735	0.439
561734	0.468
258073	0.248
270259	0.314
472625	0.335
472630	0.248
398882	0.321
368995	0.460
594634	0.303
68666	0.390
370911	0.378
619999	0.405
456421	0.516
506796	0.394
119100	0.445
496598	0.009
191776	0.160
571142	0.292
86127	0.405
87585	0.280
87586	0.318
434473	0.174
500871	0.022
160047	0.369
383234	0.378
697754	0.004
697746	-0.027
697747	0.024
378309	0.380
571387	0.096
364707	0.564
593458	0.426
496821	0.003
86655	0.251
86654	0.256
86656	0.373
164670	0.215
42938	0.392
697749	-0.042
42939	0.374
152560	0.388
348956	0.252
452636	0.344
454112	0.413
453961	0.166
454113	0.309
681535	0.298
454114	0.312
404928	0.329
408900	0.514
51443	0.217
187817	0.358
386	0.304
118073	0.346
461697	0.307
366812	0.450
496822	-0.006
494823	0.392
523565	0.236
528138	0.105
216870	0.420
398774	0.085
139976	0.285
216871	0.238
254817	0.408
216875	0.196
121683	0.373
121682	0.321
198977	0.506
492491	-0.006
254816	0.437
581572	0.265
613135	0.222
454148	0.322
90651	0.185
139037	-0.039
152426	0.173
187810	0.480
184311	0.316
121681	0.406
531138	0.180
73266	0.223
190014	0.233
452609	0.262
250211	0.196
2213	0.331
280237	0.279
139059	0.240
538881	0.335
538878	0.422
146806	0.400
573717	0.143
280240	0.296
553366	0.163
637681	0.460
637489	0.292
637474	0.296
381961	0.307
669049	0.190
182043	0.112
2214	0.360
236294	0.381
528993	0.085
654887	0.361
182032	0.177
182042	0.206
657786	0.343
657781	0.360
657789	0.419
657790	0.403
657793	0.230
657792	0.159
657787	0.406
657783	0.421
182022	0.282
497033	0.243
223015	0.019
174990	0.197
174991	0.258
192067	0.046
87584	0.329
674982	0.421
174222	0.527
118726	0.239
508392	0.238
125427	0.145
340953	0.303
684195	0.076
86657	0.272
86658	0.266
68793	0.417
68810	0.332
68811	0.434
68792	0.444
68815	0.354
68798	0.495
68799	0.375
68791	0.337
68797	0.441
68809	0.440
608042	-0.046
52325	0.326
333441	0.316
426258	0.385
644711	0.241
324715	0.508
324675	0.310
324676	0.176
541907	0.351
398516	0.144
550192	0.315
588275	0.361
366131	0.457
483230	0.268
94752	0.567
38524	0.031
365721	0.346
26764	0.399
389666	0.466
127604	0.094
345070	0.373
8946	0.264
378760	0.056
121610	0.255
121611	0.329
340526	0.389
510108	0.292
209373	0.211
396639	0.296
396630	0.345
396647	0.308
209380	0.305
376822	0.291
649877	0.290
209372	0.331
534794	0.409
516766	0.044
197774	0.257
321553	0.061
340504	0.379
396648	0.346
340574	0.401
450040	0.212
27366	0.332
126134	0.383
50118	0.248
92375	0.187
644731	0.304
92374	0.228
546788	0.321
546782	0.303
546787	0.223
321554	0.088
103544	0.183
56374	0.313
75998	0.243
103540	0.160
125564	0.522
573716	0.293
550366	-0.011
550352	-0.032
565677	0.234
580938	0.217
624074	0.287
369137	0.040
369135	0.004
642094	-0.040
546786	0.225
508279	0.086
125626	0.200
125627	0.195
125628	0.185
50632	0.055
126135	0.225
126138	0.138
550371	0.021
580940	0.418
104340	0.124
104342	0.203
104341	0.111
19270	0.180
125625	0.114
362857	0.309
654912	0.303
104347	0.327
524837	0.107
104339	0.159
362858	0.367
362856	0.332
508281	0.139
508275	0.139
84649	0.289
111735	0.090
17558	0.266
218462	0.062
335002	0.213
218464	0.056
218463	0.023
84663	0.396
84660	0.277
222911	0.116
222933	0.110
222926	0.093
246417	-0.007
