370179	0.340
370180	0.319
370177	0.373
370182	0.340
370178	0.382
186719	0.190
454609	0.476
454610	0.386
454612	0.393
454611	0.435
42202	0.332
223671	0.327
223672	0.315
223673	0.374
534263	0.385
391905	0.489
26039	0.269
401631	0.242
532126	0.200
173000	0.284
173001	0.265
609725	0.406
672016	0.257
459547	0.499
635854	0.198
635856	0.252
646714	0.208
333696	0.225
333695	0.200
333693	0.397
333694	0.380
386027	0.460
411057	0.483
524868	0.197
133043	0.464
326455	0.504
258180	0.341
258179	0.309
88457	0.361
88456	0.461
274751	0.315
275066	0.295
275067	0.347
275064	0.326
352927	0.371
465399	0.283
168709	0.248
148849	0.520
476175	0.283
233062	0.322
621784	0.261
238863	0.391
639427	0.009
202029	0.263
529950	0.174
563354	0.121
456161	0.105
632225	0.357
632226	0.325
632227	0.331
685111	0.421
332563	0.154
550251	0.396
531027	0.458
531021	0.433
531022	0.446
346171	0.408
116779	0.492
210022	0.517
378911	0.355
550253	0.484
408233	0.448
404100	0.335
476874	0.435
384582	0.313
257763	0.411
209897	0.230
182879	0.271
353233	0.601
140150	0.522
513941	0.424
353232	0.559
396551	0.449
368279	0.033
368280	0.041
431320	0.283
656256	0.511
593731	0.380
404981	0.232
476176	0.272
655836	0.409
442923	0.285
457922	0.153
180737	0.363
449947	0.442
241948	0.543
571293	0.289
571298	0.320
571299	0.355
571300	0.252
196569	0.213
212127	0.344
639432	0.255
531026	0.444
531019	0.416
531018	0.446
621481	0.440
494802	0.328
135773	0.420
218851	0.157
370743	0.501
656257	0.475
435921	0.115
625132	0.257
656255	0.498
655835	0.405
1032	0.163
563938	0.308
187792	0.017
51709	0.250
51698	0.287
51699	0.262
51708	0.264
51712	0.307
51711	0.280
532802	0.086
532803	0.245
212128	0.303
212129	0.267
19875	0.214
547701	0.481
547693	0.404
547697	0.292
547700	0.450
547694	0.425
547702	0.315
547699	0.456
376745	0.072
376747	0.155
531024	0.413
531023	0.368
531028	0.403
425927	0.035
576058	0.565
546154	0.301
439447	0.367
30085	0.253
9218	0.311
51714	0.209
51717	0.258
51716	0.227
51715	0.275
51713	0.205
509629	0.318
315689	0.287
415298	0.416
79180	0.347
19589	0.227
181988	0.350
144145	0.345
267331	0.371
326206	0.383
7112	0.130
456162	0.113
198385	0.360
198388	0.365
198401	0.117
198402	0.152
198390	0.142
485978	0.425
663840	0.161
257552	0.192
257557	0.180
257555	0.156
582687	0.298
68986	0.399
323129	0.379
100359	0.301
610662	0.333
532751	0.477
396420	0.503
152759	0.310
2256	0.095
11878	0.185
65414	0.473
65416	0.472
47362	0.423
170165	0.091
170166	-0.012
249303	0.260
33244	0.396
198403	0.288
232008	0.221
51826	0.452
232005	0.192
232004	0.143
232007	0.205
232002	0.124
232001	0.210
232006	0.291
232003	0.204
568394	0.241
399092	0.164
692782	0.313
350560	0.476
193395	0.350
431669	0.146
166732	0.408
171755	0.287
446511	0.253
6818	0.242
6817	0.288
6819	0.441
537464	0.160
323128	0.400
323133	0.317
204907	0.492
498676	0.451
462032	0.382
462030	0.425
106803	0.270
494803	0.224
655818	0.548
655817	0.490
675866	0.393
533267	0.218
532649	0.490
582630	0.194
691309	0.467
96146	0.356
660862	0.185
547886	0.454
547883	0.465
547887	0.454
185056	0.463
453202	0.449
75637	0.267
660861	0.160
36428	0.426
117187	0.305
655574	0.349
655573	0.367
70045	0.047
686265	0.296
152490	0.484
660863	0.164
562011	0.170
562010	0.297
562009	0.230
403188	0.352
562012	0.387
562013	0.257
