323142	0.324
327089	0.500
474411	0.363
171456	0.278
249806	0.465
352638	0.509
129296	0.513
424845	0.372
129299	0.499
389656	0.596
50775	0.476
559672	0.416
369989	0.576
265360	0.559
683783	0.379
612273	0.342
388090	0.529
240693	0.323
612578	0.499
257349	0.510
499569	0.434
260842	0.400
104015	0.522
446679	0.184
566655	0.120
153297	0.356
337525	0.309
379168	0.515
71924	0.424
560300	0.349
620363	0.458
536518	0.373
210	0.349
209	0.411
336417	0.460
336416	0.481
336423	0.326
648453	0.451
634990	0.309
335749	0.489
500314	0.347
497159	0.286
238012	0.318
471807	0.460
165283	0.286
259499	0.532
696438	0.464
387904	0.318
542118	0.454
53584	0.519
343168	0.506
346609	0.341
441002	0.404
156907	0.375
425061	0.303
418464	0.283
240079	0.330
536096	0.436
249324	0.432
215991	0.398
410393	0.389
463339	0.316
661420	0.259
619914	0.544
520927	0.280
73419	0.490
520928	0.400
78331	-0.009
46294	0.496
235560	0.295
340297	0.381
239100	0.177
391695	0.377
396483	0.228
408276	0.080
634981	0.368
396484	0.231
195068	0.457
50844	0.505
50845	0.503
50846	0.343
5918	0.416
5912	0.343
444550	0.623
419397	0.554
107112	0.510
499334	0.567
499333	0.444
444420	0.493
34268	0.450
34269	0.530
489747	0.634
389541	0.631
389539	0.606
3205	0.274
162208	0.608
151912	0.471
343797	0.562
46934	0.511
154901	0.357
154897	0.258
154899	0.259
154905	0.313
154903	0.316
154895	0.297
22438	0.223
83742	0.316
688368	0.037
498973	0.447
21888	0.456
478691	0.415
478690	0.386
478694	0.319
478697	0.362
478696	0.323
454292	0.464
108456	0.554
321168	0.313
376377	0.491
35793	0.269
117302	0.570
273331	0.471
170282	0.469
462433	0.507
547253	0.423
137235	0.373
690440	0.450
690442	0.348
388507	0.477
690441	0.331
337490	0.002
337491	0.130
1013	0.507
1014	0.505
478716	0.294
478718	0.319
478684	0.301
478672	0.376
444193	0.523
170287	0.463
138073	0.494
612596	0.325
21889	0.501
594755	0.479
7997	0.541
12653	0.426
344238	0.329
170736	0.094
485657	0.613
13541	0.315
369869	0.394
531140	0.344
612268	0.362
21189	0.112
388506	0.565
608994	0.500
245005	0.321
438449	0.190
197965	0.255
