415209	0.493
110011	0.581
412017	0.527
66517	0.522
66515	0.576
58981	0.550
528192	0.651
528194	0.674
528193	0.647
110388	0.465
534269	0.549
534268	0.512
406613	0.680
118522	0.618
446025	0.558
328843	0.576
138404	0.539
670693	0.607
495694	0.587
538527	0.593
581532	0.615
60963	0.602
79114	0.598
79113	0.655
656249	0.612
60960	0.619
632121	0.591
632123	0.605
632126	0.669
632122	0.619
632120	0.665
632318	0.612
203121	0.616
131201	0.627
532215	0.634
632323	0.527
632319	0.558
632322	0.584
632321	0.614
632324	0.598
632320	0.571
133869	0.570
138044	0.643
334435	0.557
381783	0.620
148928	0.426
397661	0.634
264507	0.658
256452	0.565
88475	0.593
218834	0.583
392242	0.638
259169	0.568
332980	0.592
199631	0.538
618900	0.678
581533	0.578
274151	0.556
650748	0.611
220019	0.589
18272	0.595
18271	0.594
18270	0.581
546393	0.473
222749	0.544
615893	0.630
43588	0.313
173117	0.526
696286	0.519
696287	0.569
345959	0.679
77315	0.634
77316	0.657
530253	0.624
4914	0.557
192049	0.596
350411	0.367
696289	0.566
232361	0.520
232360	0.552
686775	0.545
696284	0.610
182568	0.569
381761	0.619
592620	0.136
120017	0.643
33657	0.592
646955	0.566
491690	0.568
8	0.297
523042	0.510
523041	0.556
523037	0.550
523027	0.457
523029	0.533
523033	0.481
523043	0.550
523023	0.523
523028	0.544
523024	0.524
523039	0.560
523025	0.564
523038	0.554
523036	0.540
523040	0.524
352226	0.670
352227	0.692
89505	0.583
240293	0.516
647540	0.646
662812	0.443
696285	0.516
528787	0.617
213136	0.564
213135	0.536
211689	0.578
211687	0.553
211688	0.541
74732	0.422
427252	0.625
34057	0.506
16466	0.443
512586	0.565
512561	0.540
33547	0.454
557308	0.677
83834	0.587
557307	0.650
192181	0.488
24015	0.489
24022	0.501
85238	0.567
62207	0.551
62217	0.600
62214	0.614
62215	0.583
62216	0.563
62211	0.591
62213	0.564
461551	0.605
461546	0.614
407188	0.505
620783	0.671
498843	0.614
67445	0.625
79689	0.625
461824	0.566
428550	0.508
